SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,B_paper
50,1,2,36,29,New York,Erie County,919040,0
50,1,2,36,31,New York,Essex County,39370,0
50,1,2,36,33,New York,Franklin County,51599,0
50,1,2,36,35,New York,Fulton County,55531,0
50,1,2,36,37,New York,Genesee County,60079,0
50,1,2,36,39,New York,Greene County,49221,0
50,1,2,36,41,New York,Hamilton County,4836,0
50,1,2,36,43,New York,Herkimer County,64519,0
50,1,2,36,45,New York,Jefferson County,116229,0
50,1,2,36,47,New York,Kings County,2504700,0
50,1,2,36,49,New York,Lewis County,27087,0
50,1,2,36,51,New York,Livingston County,65393,0
50,1,2,36,53,New York,Madison County,73442,0
50,1,2,36,55,New York,Monroe County,744344,0
50,1,2,36,57,New York,Montgomery County,50219,0
50,1,2,36,59,New York,Nassau County,1339532,0
50,1,2,36,61,New York,New York County,1585873,0
50,1,2,36,63,New York,Niagara County,216469,0
50,1,2,36,65,New York,Oneida County,234878,0
50,1,2,36,67,New York,Onondaga County,467026,0
50,1,2,36,69,New York,Ontario County,107931,0
50,1,2,36,71,New York,Orange County,372813,0
50,1,2,36,73,New York,Orleans County,42883,0
50,1,2,36,75,New York,Oswego County,122109,0
50,1,2,36,77,New York,Otsego County,62259,0
50,1,2,36,79,New York,Putnam County,99710,0
50,1,2,36,81,New York,Queens County,2230722,0
50,1,2,36,83,New York,Rensselaer County,159429,0
50,1,2,36,85,New York,Richmond County,468730,0
50,1,2,36,87,New York,Rockland County,311687,0
50,1,2,36,89,New York,St. Lawrence County,111944,0
50,1,2,36,91,New York,Saratoga County,219607,0
50,1,2,36,93,New York,Schenectady County,154727,0
50,1,2,36,95,New York,Schoharie County,32749,0
50,1,2,36,97,New York,Schuyler County,18343,0
50,1,2,36,99,New York,Seneca County,35251,0
50,1,2,36,101,New York,Steuben County,98990,0
50,1,2,36,103,New York,Suffolk County,1493350,0
50,1,2,36,105,New York,Sullivan County,77547,0
50,1,2,36,107,New York,Tioga County,51125,0
50,1,2,36,109,New York,Tompkins County,101564,0
50,1,2,36,111,New York,Ulster County,182493,0
50,1,2,36,113,New York,Warren County,65707,0
50,1,2,36,115,New York,Washington County,63216,0
50,1,2,36,117,New York,Wayne County,93772,0
50,1,2,36,119,New York,Westchester County,949113,0
50,1,2,36,121,New York,Wyoming County,42155,0
50,1,2,36,123,New York,Yates County,25348,0
40,3,5,37,0,North Carolina,North Carolina,9535483,0
50,3,5,37,1,North Carolina,Alamance County,151131,0
50,3,5,37,3,North Carolina,Alexander County,37198,0
50,3,5,37,5,North Carolina,Alleghany County,11155,0
50,3,5,37,7,North Carolina,Anson County,26948,0
50,3,5,37,9,North Carolina,Ashe County,27281,0
50,3,5,37,11,North Carolina,Avery County,17797,0
50,3,5,37,13,North Carolina,Beaufort County,47759,0
50,3,5,37,15,North Carolina,Bertie County,21282,0
50,3,5,37,17,North Carolina,Bladen County,35190,0
50,3,5,37,19,North Carolina,Brunswick County,107431,0
50,3,5,37,21,North Carolina,Buncombe County,238318,0
50,3,5,37,23,North Carolina,Burke County,90912,0
50,3,5,37,25,North Carolina,Cabarrus County,178011,0
50,3,5,37,27,North Carolina,Caldwell County,83029,0
50,3,5,37,29,North Carolina,Camden County,9980,0
50,3,5,37,31,North Carolina,Carteret County,66469,0
50,3,5,37,33,North Carolina,Caswell County,23719,0
50,3,5,37,35,North Carolina,Catawba County,154358,0
50,3,5,37,37,North Carolina,Chatham County,63505,0
50,3,5,37,39,North Carolina,Cherokee County,27444,0
50,3,5,37,41,North Carolina,Chowan County,14793,0
50,3,5,37,43,North Carolina,Clay County,10587,0
50,3,5,37,45,North Carolina,Cleveland County,98078,0
50,3,5,37,47,North Carolina,Columbus County,58098,0
50,3,5,37,49,North Carolina,Craven County,103505,0
50,3,5,37,51,North Carolina,Cumberland County,319431,0
50,3,5,37,53,North Carolina,Currituck County,23547,0
50,3,5,37,55,North Carolina,Dare County,33920,0
50,3,5,37,57,North Carolina,Davidson County,162878,0
50,3,5,37,59,North Carolina,Davie County,41240,0
50,3,5,37,61,North Carolina,Duplin County,58505,0
50,3,5,37,63,North Carolina,Durham County,267587,0
50,3,5,37,65,North Carolina,Edgecombe County,56552,0
50,3,5,37,67,North Carolina,Forsyth County,350670,0
50,3,5,37,69,North Carolina,Franklin County,60619,0
50,3,5,37,71,North Carolina,Gaston County,206086,0
50,3,5,37,73,North Carolina,Gates County,12197,0
50,3,5,37,75,North Carolina,Graham County,8861,0
50,3,5,37,77,North Carolina,Granville County,59916,0
50,3,5,37,79,North Carolina,Greene County,21362,0
50,3,5,37,81,North Carolina,Guilford County,488406,0
50,3,5,37,83,North Carolina,Halifax County,54691,0
50,3,5,37,85,North Carolina,Harnett County,114678,0
50,3,5,37,87,North Carolina,Haywood County,59036,0
50,3,5,37,89,North Carolina,Henderson County,106740,0
50,3,5,37,91,North Carolina,Hertford County,24669,0
50,3,5,37,93,North Carolina,Hoke County,46952,0
50,3,5,37,95,North Carolina,Hyde County,5810,0
50,3,5,37,97,North Carolina,Iredell County,159437,0
50,3,5,37,99,North Carolina,Jackson County,40271,0
50,3,5,37,101,North Carolina,Johnston County,168878,0
50,3,5,37,103,North Carolina,Jones County,10153,0
50,3,5,37,105,North Carolina,Lee County,57866,0
50,3,5,37,107,North Carolina,Lenoir County,59495,0
50,3,5,37,109,North Carolina,Lincoln County,78265,0
50,3,5,37,111,North Carolina,McDowell County,44996,0
50,3,5,37,113,North Carolina,Macon County,33922,0
50,3,5,37,115,North Carolina,Madison County,20764,0
50,3,5,37,117,North Carolina,Martin County,24505,0
50,3,5,37,119,North Carolina,Mecklenburg County,919628,0
50,3,5,37,121,North Carolina,Mitchell County,15579,0
50,3,5,37,123,North Carolina,Montgomery County,27798,0
50,3,5,37,125,North Carolina,Moore County,88247,0
50,3,5,37,127,North Carolina,Nash County,95840,0
50,3,5,37,129,North Carolina,New Hanover County,202667,0
50,3,5,37,131,North Carolina,Northampton County,22099,0
50,3,5,37,133,North Carolina,Onslow County,177772,0
50,3,5,37,135,North Carolina,Orange County,133801,0
50,3,5,37,137,North Carolina,Pamlico County,13144,0
50,3,5,37,139,North Carolina,Pasquotank County,40661,0
50,3,5,37,141,North Carolina,Pender County,52217,0
50,3,5,37,143,North Carolina,Perquimans County,13453,0
50,3,5,37,145,North Carolina,Person County,39464,0
50,3,5,37,147,North Carolina,Pitt County,168148,0
50,3,5,37,149,North Carolina,Polk County,20510,0
50,3,5,37,151,North Carolina,Randolph County,141752,0
50,3,5,37,153,North Carolina,Richmond County,46639,0
50,3,5,37,155,North Carolina,Robeson County,134168,0
50,3,5,37,157,North Carolina,Rockingham County,93643,0
50,3,5,37,159,North Carolina,Rowan County,138428,0
50,3,5,37,161,North Carolina,Rutherford County,67810,0
50,3,5,37,163,North Carolina,Sampson County,63431,0
50,3,5,37,165,North Carolina,Scotland County,36157,0
50,3,5,37,167,North Carolina,Stanly County,60585,0
50,3,5,37,169,North Carolina,Stokes County,47401,0
50,3,5,37,171,North Carolina,Surry County,73673,0
50,3,5,37,173,North Carolina,Swain County,13981,0
50,3,5,37,175,North Carolina,Transylvania County,33090,0
50,3,5,37,177,North Carolina,Tyrrell County,4407,0
50,3,5,37,179,North Carolina,Union County,201292,0
50,3,5,37,181,North Carolina,Vance County,45422,0
50,3,5,37,183,North Carolina,Wake County,900993,0
50,3,5,37,185,North Carolina,Warren County,20972,0
50,3,5,37,187,North Carolina,Washington County,13228,0
50,3,5,37,189,North Carolina,Watauga County,51079,0
50,3,5,37,191,North Carolina,Wayne County,122623,0
50,3,5,37,193,North Carolina,Wilkes County,69340,0
50,3,5,37,195,North Carolina,Wilson County,81234,0
50,3,5,37,197,North Carolina,Yadkin County,38406,0
50,3,5,37,199,North Carolina,Yancey County,17818,0
40,2,4,38,0,North Dakota,North Dakota,672591,0
50,2,4,38,1,North Dakota,Adams County,2343,0
50,2,4,38,3,North Dakota,Barnes County,11066,0
50,2,4,38,5,North Dakota,Benson County,6660,0
50,2,4,38,7,North Dakota,Billings County,783,0
50,2,4,38,9,North Dakota,Bottineau County,6429,0
50,2,4,38,11,North Dakota,Bowman County,3151,0
50,2,4,38,13,North Dakota,Burke County,1968,0
50,2,4,38,15,North Dakota,Burleigh County,81308,0
50,2,4,38,17,North Dakota,Cass County,149778,0
50,2,4,38,19,North Dakota,Cavalier County,3993,0
50,2,4,38,21,North Dakota,Dickey County,5289,0
50,2,4,38,23,North Dakota,Divide County,2071,0
50,2,4,38,25,North Dakota,Dunn County,3536,0
50,2,4,38,27,North Dakota,Eddy County,2385,0
50,2,4,38,29,North Dakota,Emmons County,3550,0
50,2,4,38,31,North Dakota,Foster County,3343,0
50,2,4,38,33,North Dakota,Golden Valley County,1680,0
50,2,4,38,35,North Dakota,Grand Forks County,66861,0
50,2,4,38,37,North Dakota,Grant County,2394,0
50,2,4,38,39,North Dakota,Griggs County,2420,0
50,2,4,38,41,North Dakota,Hettinger County,2477,0
50,2,4,38,43,North Dakota,Kidder County,2435,0
50,2,4,38,45,North Dakota,LaMoure County,4139,0
50,2,4,38,47,North Dakota,Logan County,1990,0
50,2,4,38,49,North Dakota,McHenry County,5395,0
50,2,4,38,51,North Dakota,McIntosh County,2809,0
50,2,4,38,53,North Dakota,McKenzie County,6360,0
50,2,4,38,55,North Dakota,McLean County,8962,0
50,2,4,38,57,North Dakota,Mercer County,8424,0
50,2,4,38,59,North Dakota,Morton County,27471,0
50,2,4,38,61,North Dakota,Mountrail County,7673,0
50,2,4,38,63,North Dakota,Nelson County,3126,0
50,2,4,38,65,North Dakota,Oliver County,1846,0
50,2,4,38,67,North Dakota,Pembina County,7413,0
50,2,4,38,69,North Dakota,Pierce County,4357,0
50,2,4,38,71,North Dakota,Ramsey County,11451,0
50,2,4,38,73,North Dakota,Ransom County,5457,0
50,2,4,38,75,North Dakota,Renville County,2470,0
50,2,4,38,77,North Dakota,Richland County,16321,0
50,2,4,38,79,North Dakota,Rolette County,13937,0
50,2,4,38,81,North Dakota,Sargent County,3829,0
50,2,4,38,83,North Dakota,Sheridan County,1321,0
50,2,4,38,85,North Dakota,Sioux County,4153,0
50,2,4,38,87,North Dakota,Slope County,727,0
50,2,4,38,89,North Dakota,Stark County,24199,0
50,2,4,38,91,North Dakota,Steele County,1975,0
50,2,4,38,93,North Dakota,Stutsman County,21100,0
50,2,4,38,95,North Dakota,Towner County,2246,0
50,2,4,38,97,North Dakota,Traill County,8121,0
50,2,4,38,99,North Dakota,Walsh County,11119,0
50,2,4,38,101,North Dakota,Ward County,61675,0
50,2,4,38,103,North Dakota,Wells County,4207,0
50,2,4,38,105,North Dakota,Williams County,22398,0
40,2,3,39,0,Ohio,Ohio,11536504,0
50,2,3,39,1,Ohio,Adams County,28550,0
50,2,3,39,3,Ohio,Allen County,106331,0
50,2,3,39,5,Ohio,Ashland County,53139,1
50,2,3,39,7,Ohio,Ashtabula County,101497,0
50,2,3,39,9,Ohio,Athens County,64757,0
50,2,3,39,11,Ohio,Auglaize County,45949,0
50,2,3,39,13,Ohio,Belmont County,70400,0
50,2,3,39,15,Ohio,Brown County,44846,1
50,2,3,39,17,Ohio,Butler County,368130,1
50,2,3,39,19,Ohio,Carroll County,28836,0
50,2,3,39,21,Ohio,Champaign County,40097,0
50,2,3,39,23,Ohio,Clark County,138333,0
50,2,3,39,25,Ohio,Clermont County,197363,1
50,2,3,39,27,Ohio,Clinton County,42040,1
50,2,3,39,29,Ohio,Columbiana County,107841,0
50,2,3,39,31,Ohio,Coshocton County,36901,0
50,2,3,39,33,Ohio,Crawford County,43784,1
50,2,3,39,35,Ohio,Cuyahoga County,1280122,0
50,2,3,39,37,Ohio,Darke County,52959,0
50,2,3,39,39,Ohio,Defiance County,39037,0
50,2,3,39,41,Ohio,Delaware County,174214,0
50,2,3,39,43,Ohio,Erie County,77079,1
50,2,3,39,45,Ohio,Fairfield County,146156,0
50,2,3,39,47,Ohio,Fayette County,29030,0
50,2,3,39,49,Ohio,Franklin County,1163414,0
50,2,3,39,51,Ohio,Fulton County,42698,0
50,2,3,39,53,Ohio,Gallia County,30934,0
50,2,3,39,55,Ohio,Geauga County,93389,0
50,2,3,39,57,Ohio,Greene County,161573,0
50,2,3,39,59,Ohio,Guernsey County,40087,0
50,2,3,39,61,Ohio,Hamilton County,802374,1
50,2,3,39,63,Ohio,Hancock County,74782,0
50,2,3,39,65,Ohio,Hardin County,32058,0
50,2,3,39,67,Ohio,Harrison County,15864,0
50,2,3,39,69,Ohio,Henry County,28215,0
50,2,3,39,71,Ohio,Highland County,43589,0
50,2,3,39,73,Ohio,Hocking County,29380,0
50,2,3,39,75,Ohio,Holmes County,42366,1
50,2,3,39,77,Ohio,Huron County,59626,1
50,2,3,39,79,Ohio,Jackson County,33225,0
50,2,3,39,81,Ohio,Jefferson County,69709,0
50,2,3,39,83,Ohio,Knox County,60921,0
50,2,3,39,85,Ohio,Lake County,230041,0
50,2,3,39,87,Ohio,Lawrence County,62450,0
50,2,3,39,89,Ohio,Licking County,166492,0
50,2,3,39,91,Ohio,Logan County,45858,0
50,2,3,39,93,Ohio,Lorain County,301356,1
50,2,3,39,95,Ohio,Lucas County,441815,0
50,2,3,39,97,Ohio,Madison County,43435,0
50,2,3,39,99,Ohio,Mahoning County,238823,0
50,2,3,39,101,Ohio,Marion County,66501,1
50,2,3,39,103,Ohio,Medina County,172332,0
50,2,3,39,105,Ohio,Meigs County,23770,0
50,2,3,39,107,Ohio,Mercer County,40814,0
50,2,3,39,109,Ohio,Miami County,102506,0
50,2,3,39,111,Ohio,Monroe County,14642,0
50,2,3,39,113,Ohio,Montgomery County,535153,0
50,2,3,39,115,Ohio,Morgan County,15054,0
50,2,3,39,117,Ohio,Morrow County,34827,1
50,2,3,39,119,Ohio,Muskingum County,86074,0
50,2,3,39,121,Ohio,Noble County,14645,0
50,2,3,39,123,Ohio,Ottawa County,41428,0
50,2,3,39,125,Ohio,Paulding County,19614,0
50,2,3,39,127,Ohio,Perry County,36058,0
50,2,3,39,129,Ohio,Pickaway County,55698,0
50,2,3,39,131,Ohio,Pike County,28709,0
50,2,3,39,133,Ohio,Portage County,161419,0
50,2,3,39,135,Ohio,Preble County,42270,0
50,2,3,39,137,Ohio,Putnam County,34499,0
50,2,3,39,139,Ohio,Richland County,124475,1
50,2,3,39,141,Ohio,Ross County,78064,0
50,2,3,39,143,Ohio,Sandusky County,60944,1
50,2,3,39,145,Ohio,Scioto County,79499,0
50,2,3,39,147,Ohio,Seneca County,56745,1
50,2,3,39,149,Ohio,Shelby County,49423,0
50,2,3,39,151,Ohio,Stark County,375586,0
50,2,3,39,153,Ohio,Summit County,541781,0
50,2,3,39,155,Ohio,Trumbull County,210312,0
50,2,3,39,157,Ohio,Tuscarawas County,92582,0
50,2,3,39,159,Ohio,Union County,52300,0
50,2,3,39,161,Ohio,Van Wert County,28744,0
50,2,3,39,163,Ohio,Vinton County,13435,0
50,2,3,39,165,Ohio,Warren County,212693,1
50,2,3,39,167,Ohio,Washington County,61778,0
50,2,3,39,169,Ohio,Wayne County,114520,1
50,2,3,39,171,Ohio,Williams County,37642,0
50,2,3,39,173,Ohio,Wood County,125488,0
50,2,3,39,175,Ohio,Wyandot County,22615,1
40,3,7,40,0,Oklahoma,Oklahoma,3751351,0
50,3,7,40,1,Oklahoma,Adair County,22683,0
50,3,7,40,3,Oklahoma,Alfalfa County,5642,0
50,3,7,40,5,Oklahoma,Atoka County,14182,0
50,3,7,40,7,Oklahoma,Beaver County,5636,0
50,3,7,40,9,Oklahoma,Beckham County,22119,0
50,3,7,40,11,Oklahoma,Blaine County,11943,0
50,3,7,40,13,Oklahoma,Bryan County,42416,0
50,3,7,40,15,Oklahoma,Caddo County,29600,0
50,3,7,40,17,Oklahoma,Canadian County,115541,0
50,3,7,40,19,Oklahoma,Carter County,47557,0
50,3,7,40,21,Oklahoma,Cherokee County,46987,0
50,3,7,40,23,Oklahoma,Choctaw County,15205,0
50,3,7,40,25,Oklahoma,Cimarron County,2475,0
50,3,7,40,27,Oklahoma,Cleveland County,255755,0
50,3,7,40,29,Oklahoma,Coal County,5925,0
50,3,7,40,31,Oklahoma,Comanche County,124098,0
50,3,7,40,33,Oklahoma,Cotton County,6193,0
50,3,7,40,35,Oklahoma,Craig County,15029,0
50,3,7,40,37,Oklahoma,Creek County,69967,0
50,3,7,40,39,Oklahoma,Custer County,27469,0
50,3,7,40,41,Oklahoma,Delaware County,41487,0
50,3,7,40,43,Oklahoma,Dewey County,4810,0
50,3,7,40,45,Oklahoma,Ellis County,4151,0
50,3,7,40,47,Oklahoma,Garfield County,60580,0
50,3,7,40,49,Oklahoma,Garvin County,27576,0
50,3,7,40,51,Oklahoma,Grady County,52431,0
50,3,7,40,53,Oklahoma,Grant County,4527,0
50,3,7,40,55,Oklahoma,Greer County,6239,0
50,3,7,40,57,Oklahoma,Harmon County,2922,0
50,3,7,40,59,Oklahoma,Harper County,3685,0
50,3,7,40,61,Oklahoma,Haskell County,12769,0
50,3,7,40,63,Oklahoma,Hughes County,14003,0
50,3,7,40,65,Oklahoma,Jackson County,26446,0
50,3,7,40,67,Oklahoma,Jefferson County,6472,0
50,3,7,40,69,Oklahoma,Johnston County,10957,0
50,3,7,40,71,Oklahoma,Kay County,46562,0
50,3,7,40,73,Oklahoma,Kingfisher County,15034,0
50,3,7,40,75,Oklahoma,Kiowa County,9446,0
50,3,7,40,77,Oklahoma,Latimer County,11154,0
50,3,7,40,79,Oklahoma,Le Flore County,50384,0
50,3,7,40,81,Oklahoma,Lincoln County,34273,0
50,3,7,40,83,Oklahoma,Logan County,41848,0
50,3,7,40,85,Oklahoma,Love County,9423,0
50,3,7,40,87,Oklahoma,McClain County,34506,0
50,3,7,40,89,Oklahoma,McCurtain County,33151,0
50,3,7,40,91,Oklahoma,McIntosh County,20252,0
50,3,7,40,93,Oklahoma,Major County,7527,0
50,3,7,40,95,Oklahoma,Marshall County,15840,0
50,3,7,40,97,Oklahoma,Mayes County,41259,0
50,3,7,40,99,Oklahoma,Murray County,13488,0
50,3,7,40,101,Oklahoma,Muskogee County,70990,0
50,3,7,40,103,Oklahoma,Noble County,11561,0
50,3,7,40,105,Oklahoma,Nowata County,10536,0
50,3,7,40,107,Oklahoma,Okfuskee County,12191,0
50,3,7,40,109,Oklahoma,Oklahoma County,718633,0
50,3,7,40,111,Oklahoma,Okmulgee County,40069,0
50,3,7,40,113,Oklahoma,Osage County,47472,0
50,3,7,40,115,Oklahoma,Ottawa County,31848,0
50,3,7,40,117,Oklahoma,Pawnee County,16577,0
50,3,7,40,119,Oklahoma,Payne County,77350,0
50,3,7,40,121,Oklahoma,Pittsburg County,45837,0
50,3,7,40,123,Oklahoma,Pontotoc County,37492,0
50,3,7,40,125,Oklahoma,Pottawatomie County,69442,0
50,3,7,40,127,Oklahoma,Pushmataha County,11572,0
50,3,7,40,129,Oklahoma,Roger Mills County,3647,0
50,3,7,40,131,Oklahoma,Rogers County,86905,0
50,3,7,40,133,Oklahoma,Seminole County,25482,0
50,3,7,40,135,Oklahoma,Sequoyah County,42391,0
50,3,7,40,137,Oklahoma,Stephens County,45048,0
50,3,7,40,139,Oklahoma,Texas County,20640,0
50,3,7,40,141,Oklahoma,Tillman County,7992,0
50,3,7,40,143,Oklahoma,Tulsa County,603403,0
50,3,7,40,145,Oklahoma,Wagoner County,73085,0
50,3,7,40,147,Oklahoma,Washington County,50976,0
50,3,7,40,149,Oklahoma,Washita County,11629,0
50,3,7,40,151,Oklahoma,Woods County,8878,0
50,3,7,40,153,Oklahoma,Woodward County,20081,0
40,4,9,41,0,Oregon,Oregon,3831074,0
50,4,9,41,1,Oregon,Baker County,16134,0
50,4,9,41,3,Oregon,Benton County,85579,0
50,4,9,41,5,Oregon,Clackamas County,375992,0
50,4,9,41,7,Oregon,Clatsop County,37039,0
50,4,9,41,9,Oregon,Columbia County,49351,0
50,4,9,41,11,Oregon,Coos County,63043,0
50,4,9,41,13,Oregon,Crook County,20978,0
50,4,9,41,15,Oregon,Curry County,22364,0
50,4,9,41,17,Oregon,Deschutes County,157733,0
50,4,9,41,19,Oregon,Douglas County,107667,0
50,4,9,41,21,Oregon,Gilliam County,1871,0
50,4,9,41,23,Oregon,Grant County,7445,0
50,4,9,41,25,Oregon,Harney County,7422,0
50,4,9,41,27,Oregon,Hood River County,22346,0
50,4,9,41,29,Oregon,Jackson County,203206,0
50,4,9,41,31,Oregon,Jefferson County,21720,0
50,4,9,41,33,Oregon,Josephine County,82713,0
50,4,9,41,35,Oregon,Klamath County,66380,0
50,4,9,41,37,Oregon,Lake County,7895,0
50,4,9,41,39,Oregon,Lane County,351715,0
50,4,9,41,41,Oregon,Lincoln County,46034,0
50,4,9,41,43,Oregon,Linn County,116672,0
50,4,9,41,45,Oregon,Malheur County,31313,0
50,4,9,41,47,Oregon,Marion County,315335,0
50,4,9,41,49,Oregon,Morrow County,11173,0
50,4,9,41,51,Oregon,Multnomah County,735334,0
50,4,9,41,53,Oregon,Polk County,75403,0
50,4,9,41,55,Oregon,Sherman County,1765,0
50,4,9,41,57,Oregon,Tillamook County,25250,0
50,4,9,41,59,Oregon,Umatilla County,75889,0
50,4,9,41,61,Oregon,Union County,25748,0
50,4,9,41,63,Oregon,Wallowa County,7008,0
50,4,9,41,65,Oregon,Wasco County,25213,0
50,4,9,41,67,Oregon,Washington County,529710,0
50,4,9,41,69,Oregon,Wheeler County,1441,0
50,4,9,41,71,Oregon,Yamhill County,99193,0
40,1,2,42,0,Pennsylvania,Pennsylvania,12702379,0
50,1,2,42,1,Pennsylvania,Adams County,101407,0
50,1,2,42,3,Pennsylvania,Allegheny County,1223348,0
50,1,2,42,5,Pennsylvania,Armstrong County,68941,0
50,1,2,42,7,Pennsylvania,Beaver County,170539,0
50,1,2,42,9,Pennsylvania,Bedford County,49762,0
50,1,2,42,11,Pennsylvania,Berks County,411442,1
50,1,2,42,13,Pennsylvania,Blair County,127089,0
50,1,2,42,15,Pennsylvania,Bradford County,62622,0
50,1,2,42,17,Pennsylvania,Bucks County,625249,1
50,1,2,42,19,Pennsylvania,Butler County,183862,0
50,1,2,42,21,Pennsylvania,Cambria County,143679,0
50,1,2,42,23,Pennsylvania,Cameron County,5085,0
50,1,2,42,25,Pennsylvania,Carbon County,65249,0
50,1,2,42,27,Pennsylvania,Centre County,153990,0
50,1,2,42,29,Pennsylvania,Chester County,498886,1
50,1,2,42,31,Pennsylvania,Clarion County,39988,0
50,1,2,42,33,Pennsylvania,Clearfield County,81642,0
50,1,2,42,35,Pennsylvania,Clinton County,39238,0
50,1,2,42,37,Pennsylvania,Columbia County,67295,0
50,1,2,42,39,Pennsylvania,Crawford County,88765,0
50,1,2,42,41,Pennsylvania,Cumberland County,235406,0
50,1,2,42,43,Pennsylvania,Dauphin County,268100,0
50,1,2,42,45,Pennsylvania,Delaware County,558979,1
50,1,2,42,47,Pennsylvania,Elk County,31946,0
50,1,2,42,49,Pennsylvania,Erie County,280566,0
50,1,2,42,51,Pennsylvania,Fayette County,136606,0
50,1,2,42,53,Pennsylvania,Forest County,7716,0
50,1,2,42,55,Pennsylvania,Franklin County,149618,0
50,1,2,42,57,Pennsylvania,Fulton County,14845,0
50,1,2,42,59,Pennsylvania,Greene County,38686,0
50,1,2,42,61,Pennsylvania,Huntingdon County,45913,0
50,1,2,42,63,Pennsylvania,Indiana County,88880,0
50,1,2,42,65,Pennsylvania,Jefferson County,45200,0
50,1,2,42,67,Pennsylvania,Juniata County,24636,0
50,1,2,42,69,Pennsylvania,Lackawanna County,214437,0
50,1,2,42,71,Pennsylvania,Lancaster County,519445,1
50,1,2,42,73,Pennsylvania,Lawrence County,91108,0
50,1,2,42,75,Pennsylvania,Lebanon County,133568,0
50,1,2,42,77,Pennsylvania,Lehigh County,349497,1
50,1,2,42,79,Pennsylvania,Luzerne County,320918,0
50,1,2,42,81,Pennsylvania,Lycoming County,116111,0
50,1,2,42,83,Pennsylvania,McKean County,43450,0
50,1,2,42,85,Pennsylvania,Mercer County,116638,0
50,1,2,42,87,Pennsylvania,Mifflin County,46682,0
50,1,2,42,89,Pennsylvania,Monroe County,169842,0
50,1,2,42,91,Pennsylvania,Montgomery County,799874,1
50,1,2,42,93,Pennsylvania,Montour County,18267,0
50,1,2,42,95,Pennsylvania,Northampton County,297735,1
50,1,2,42,97,Pennsylvania,Northumberland County,94528,0
50,1,2,42,99,Pennsylvania,Perry County,45969,0
50,1,2,42,101,Pennsylvania,Philadelphia County,1526006,1
50,1,2,42,103,Pennsylvania,Pike County,57369,0
50,1,2,42,105,Pennsylvania,Potter County,17457,0
50,1,2,42,107,Pennsylvania,Schuylkill County,148289,0
50,1,2,42,109,Pennsylvania,Snyder County,39702,0
50,1,2,42,111,Pennsylvania,Somerset County,77742,0
50,1,2,42,113,Pennsylvania,Sullivan County,6428,0
50,1,2,42,115,Pennsylvania,Susquehanna County,43356,0
50,1,2,42,117,Pennsylvania,Tioga County,41981,0
50,1,2,42,119,Pennsylvania,Union County,44947,0
50,1,2,42,121,Pennsylvania,Venango County,54984,0
50,1,2,42,123,Pennsylvania,Warren County,41815,0
50,1,2,42,125,Pennsylvania,Washington County,207820,0
50,1,2,42,127,Pennsylvania,Wayne County,52822,0
50,1,2,42,129,Pennsylvania,Westmoreland County,365169,0
50,1,2,42,131,Pennsylvania,Wyoming County,28276,0
50,1,2,42,133,Pennsylvania,York County,434972,0
40,1,1,44,0,Rhode Island,Rhode Island,1052567,0
50,1,1,44,1,Rhode Island,Bristol County,49875,0
50,1,1,44,3,Rhode Island,Kent County,166158,0
50,1,1,44,5,Rhode Island,Newport County,82888,0
50,1,1,44,7,Rhode Island,Providence County,626667,0
50,1,1,44,9,Rhode Island,Washington County,126979,0
40,3,5,45,0,South Carolina,South Carolina,4625364,0
50,3,5,45,1,South Carolina,Abbeville County,25417,0
50,3,5,45,3,South Carolina,Aiken County,160099,0
50,3,5,45,5,South Carolina,Allendale County,10419,0
50,3,5,45,7,South Carolina,Anderson County,187126,0
50,3,5,45,9,South Carolina,Bamberg County,15987,0
50,3,5,45,11,South Carolina,Barnwell County,22621,0
50,3,5,45,13,South Carolina,Beaufort County,162233,0
50,3,5,45,15,South Carolina,Berkeley County,177843,0
50,3,5,45,17,South Carolina,Calhoun County,15175,0
50,3,5,45,19,South Carolina,Charleston County,350209,0
50,3,5,45,21,South Carolina,Cherokee County,55342,0
50,3,5,45,23,South Carolina,Chester County,33140,0
50,3,5,45,25,South Carolina,Chesterfield County,46734,0
50,3,5,45,27,South Carolina,Clarendon County,34971,0
50,3,5,45,29,South Carolina,Colleton County,38892,0
50,3,5,45,31,South Carolina,Darlington County,68681,0
50,3,5,45,33,South Carolina,Dillon County,32062,0
50,3,5,45,35,South Carolina,Dorchester County,136555,0
50,3,5,45,37,South Carolina,Edgefield County,26985,0
50,3,5,45,39,South Carolina,Fairfield County,23956,0
50,3,5,45,41,South Carolina,Florence County,136885,0
50,3,5,45,43,South Carolina,Georgetown County,60158,0
50,3,5,45,45,South Carolina,Greenville County,451225,0
50,3,5,45,47,South Carolina,Greenwood County,69661,0
50,3,5,45,49,South Carolina,Hampton County,21090,0
50,3,5,45,51,South Carolina,Horry County,269291,0
50,3,5,45,53,South Carolina,Jasper County,24777,0
50,3,5,45,55,South Carolina,Kershaw County,61697,0
50,3,5,45,57,South Carolina,Lancaster County,76652,0
50,3,5,45,59,South Carolina,Laurens County,66537,0
50,3,5,45,61,South Carolina,Lee County,19220,0
50,3,5,45,63,South Carolina,Lexington County,262391,0
50,3,5,45,65,South Carolina,McCormick County,10233,0
50,3,5,45,67,South Carolina,Marion County,33062,0
50,3,5,45,69,South Carolina,Marlboro County,28933,0
